dollarsobligated,currentcontractvalue,ultimatecontractvalue,originalmajoragency,majoragency,originalcontractingagency,modifiedcontractingagency,contractingagency,contractingoffice,originalmajorfundingagency,majorfundingagency,modifiedfundingagency,programfundingagency,programfundingoffice,fundedbyforeigngovernmentorinter,agencywithintas,accountwithintas,subaccountwithintas,accounttitle,recoveryflag,signeddatecharacter,datesigned,effectivedatecharacter,effectivedate,currentcompletiondatecharacter,currentcompletiondate,ultimatecompletiondatecharacter,ultimatecompletiondate,idvtype,reasonformodification,typeofcontractpricing,lettercontract,multiyearcontract,performancebasedservicecontract,majorprogram,contingencyhumanitarianorpeaceke,costorpricingdatadod,contractfinancing,costaccountingstandardsclause,contractdescription,purchasecardaspaymentmethod,numberofactions,nationalinterestaction,idvlastdatetoordercharacter,idvlastdatetoorder,typeofidc,multipleorsingleawardidc,programacronym,bestvendorname,vendorname,vendoralternatename,vendorlegalorganizationname,vendordoingbusinessasname,bestvendornametype,divisionname,divisionnumberorofficecode,vendorenabled,vendorlocationdisableflag,ccrexception,vendoraddressline1,vendoraddressline2,vendoraddressline3,vendoraddresscity,originalvendoraddressstate,vendoraddressstate,vendoraddressstatelong,vendorzipcode,vendorcountry,originalvendorcongressionaldistr,vendorcongressionaldistrictmodif,vendorcongressionaldistrict,vendorsitecode,vendoralternatesitecode,vendordunsnumber,vendorduns,vendorphonenumber,vendorfaxnumber,ccrregistrationdatecharacter,ccrregistrationdate,ccrrenewaldatecharacter,ccrrenewaldate,parentname,changedparentname,bestparentname,parentduns13digit,parentduns,combinedduns,placeofperformancecode,originalplaceofperformancestate,placeofperformancestate,placeofperformancestateoriginal,placeofperformancecountry,placeofperformancezipcode,originalplacecongressionaldistri,placecongressionaldistrictmodifi,placeofperformancecongdistrict,majorproductorservicecode,productorservicecode,dodprogramsystemorequipmentcode,dodclaimantprogramcode,principalnaicscode,informationtechnologycommerciali,govtfurnishedequipmentorproperty,useofepadesignatedproducts,recoveredmaterialclauses,seatransportation,contractbundlingreason,consolidatedcontract,productcountryoforigin,uscontract,identifyingagencyid,procurementinstrumentid,modificationnumber,transactionnumber,fiscalyear,idvidentifyingagencyid,idvprocurementinstrumentid,idvmodificationnumber,solicitationid,uniquetransactionid,transactionstatus,competitioncategory,extentcompeted,reasonnotcompeted,numberofoffersreceived,commercialitemacquisitionprocedu,commercialitemtestprogram,smallbusinesscompetdemonstration,a76fairactaction,competitiveprocedures,solicitationprocedures,typeofsetaside,evaluatedpreference,typeofresearch,statutoryexceptiontofairopportun,businesssizedetermination,subcontractingplan,priceevaluationpercentdifference,fedbizopps,localareasetaside,organizationaltype,numberofemployees,annualrevenue,afirm,histunderutilizedbusinesszonehub,smalldisadvantagedbusiness,shelteredworkshopjwodprovider,historicallyblackcollegeoruniver,educationalinstitution,womanownedbusiness,veteranownedbusiness,servicedisabledveteranownedfirm,localgovernment,minorityinstitution,americanindianownedbusiness,stategovernment,federalgovernment,minorityownedbusiness,asianpacificamericanownedbusines,tribalgovernment,blackamericanownedbusiness,nativeamericanownedbusiness,subcontinentasianasianindianamer,hispanicamericanownedbusiness,hospital,forprofitorganization,nonprofitorganization,othernotforprofitorganization,foundation,hispanicservicinginstitution,landgrantcollege,v172,v173,veterinarycollege,veterinaryhospital,privateuniversityorcollege,schoolofforestry,statecontrolledinstitutionhigher,serviceprovider,receivescontracts,receivesgrants,receivescontractsandgrants,airportauthority,councilofgovernments,housingauthoritypublicortribal,interstateentity,planningcommission,portauthority,transitauthority,subchapterscorporation,limitedliabilitycorporation,foreignownedandlocated,architectureorengineering,dotcertifieddisadvantagedbusines,citylocalgovernment,communitydevelopcorpownedfirm,communitydevelopmentcorporation,constructionfirm,manufacturerofgoods,corporateentitynottaxexempt,countylocalgovernment,domesticshelter,federalagency,federallyfundedresearchanddevelc,foreigngovernment,indiantribefederallyrecognized,intermunicipallocalgovernment,internationalorganization,laborsurplusareafirm,localgovernmentowned,municipalitylocalgovernment,nativehawaiianownedfirm,otherbusinessororganization,otherminorityownedbusiness,partnershiporlimitedliabilitypar,schooldistrictlocalgovernment,smallagriculturalcooperative,soleproprietorship,townshiplocalgovernment,triballyownedfirm,tribalcollege,alaskannativeownedfirm,corporateentitytaxexempt,interagencycontractingauthority,sbacertifiedsmalldisadvantagedbu,emergingsmallbusiness,womenownedsmallbusiness,economicallydisadvantagedwomenow,womenownedsmallbusinessjointvent,economicallydisadvwomenownedsmal,manufacturingorganizationtype,walshhealyact,servicecontractact,davisbaconact,clingercohenact,otherstatutoryauthority,v237,rando,effective_year,effective_month,effective_day,signed_year,signed_month,signed_day
14093,14093,14093,1500,Dept. of Justice,1501,"1501: Offices, Boards and Divisions (includes Attorney General, etc.)","Offices, Boards and Divisions (includes Attorney General, etc.)",POS01,1500,Dept. of Justice,"1501: Offices, Boards and Divisions (includes Attorney General, etc.)","Offices, Boards and Divisions (includes Attorney General, etc.)",POS01,Not Applicable,15,4526,,,,02/08/2011,02/08/2011,02/08/2011,02/08/2011,02/28/2011,02/28/2011,02/28/2011,02/28/2011,Blanket Purchase Agreement Call,Invalid code: ,Labor Hours,X,No,No,,None,No,Invalid code: ,Unknown,EVALUATE THE CURRENT DESIGN AND FUNCTIONALITY OF THE TWO   ASCO   AUTOMATIC TRANSFER SWITCHES,No,1,NONE,,,,,,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,,ACCENTURE NATIONAL SECURITY SERVICES LIMITED LIABILITY COMPANY,,Invalid code: ,,,,,,11951 FREEDOM DR STE 1000,,,RESTON,VA,VA: Virginia,VA,201905640,UNITED STATES,VA08,VA08,VA08,1397271480000PR,201905640,139727148,139727148,,,11/12/2003,11/12/2003,04/03/2007,04/03/2007,ACCENTURE PUBLIC LIMITED COMPANY,ACCENTURE PUBLIC LIMITED COMPANY,ACCENTURE PUBLIC LIMITED COMPANY,985015354,985015354,,,DC,DC: District of Columbia,DC: DISTRICT OF COLUMBIA,United States,205300001,DC00,DC98,DC00,"R: Professional, admin, and management support services",R499: Other Professional Services,,,541519: Other Computer Related Services,,No,Not Required,No Clauses Included,,Not a bundled requirement,No, ,Not a manufactured end product,"1501: Offices, Boards and Divisions (includes Attorney General, etc.)",0010,0,0,2011,"1501: Offices, Boards and Divisions (includes Attorney General, etc.)",DJJ04F0926,9,,76284056d154bbf222fcecdcb3b0e71f,active,"Full and open competition, but only one bid",A: Full and Open Competition, ,1,D,N,No,No,,MAFO: Multiple Award Fair Opportunity, ,Invalid code: ,Invalid code: ,No Exception -- Fair Opportunity given,Other Than Small Business,Invalid code: ,0,Invalid code: ,N,,380,$65000000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-1.8424475,2011,2,8,2011,2,8
56983,0,0,9700,Dept. of Defense,97AS,97AS: Defense Logistics Agency,Defense Logistics Agency,0200,9700,Dept. of Defense,97AS: Defense Logistics Agency,Defense Logistics Agency,,Not Applicable,,,,,,08/31/2000,08/31/2000,08/31/2000,08/31/2000,09/25/2000,09/25/2000,,,Delivery Order (DO),Invalid code: ,Fixed Price,X,No,No,,None,No,Not Applicable,X, ,No,1,NONE,,,,,,ECODECO SPA,ECODECO SPA,,,,Invalid code: ,,,,,,LOC. CASSINAZZA DI BASELI,,,GIUSSAGO,IT,"ZZ: Invalid code, or not in U.S.",IT,27010,,IT12,ZZ,IT12,,,428680029,428680029,,,,,,,A2A SPA,A2A SPA,A2A SPA,459180399,459180399,459180399,,:,"ZZ: Invalid code, or not in U.S.",: ,Italy,,ZZ,ZZ,ZZ,F: Natural resources and conservation services,"F108: Hazardous Substance Removal, Cleanup, and Disposal Services and Operational Support",4000,S1, ,,No,Invalid code: ,Invalid code: ,U,Invalid code: ,No, ,Performed or Manufactured outside US,"9700: DEFENSE, Department of",0374,0,0,2000,"9700: DEFENSE, Department of",SP442097D0004,0,,23fb39fa5df4b40ff38953546fecb79c,active,Full and open competition,A: Full and Open Competition, ,3,D,N,No,No,,Invalid code: ,NONE: No set aside used.,Invalid code: ,Invalid code: ,Invalid code: ,Other Than Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-1.8406599,2000,8,31,2000,8,31
544.8,544.8,544.8,,General Services Administration,4730,4730: Federal Supply Service,Federal Supply Service,GV000,9700,Dept. of Defense,"5700: AIR FORCE, Department of the (Headquarters, USAF)","AIR FORCE, Department of the (Headquarters, USAF)",FG2303,Not Applicable,,,,,,02/11/2008,02/11/2008,02/11/2008,02/11/2008,03/15/2008,03/15/2008,03/15/2008,03/15/2008,Purchase Order (PO),Invalid code: ,Fixed Price,X,No,X,,None,Invalid code: ,Invalid code: ,X,CORROSION PREVENTIVE COMPOUND: SEE DESCRIPTION I N THE REQUEST FOR QUOTE (RFQ) OR THE CONTRACT AS A,No,1,NONE,,,,,,A BRITE COMPANY,A BRITE COMPANY,,,,Invalid code: ,,,,,,3217 WOOD DRIVE,,,GARLAND,TX,TX: Texas,TX,750416142,UNITED STATES,TX03,TX03,TX03,0727587330000,750416142,72758733,72758733,,,02/06/2002,02/06/2002,07/11/2008,07/11/2008,A-BRITE COMPANY,A-BRITE COMPANY,A-BRITE COMPANY,72758733,72758733,,,TX,TX: Texas,TX: TEXAS,United States,750416142,TX03,TX03,TX03,"80: Brushes, paints, sealers, and adhesives",8030: Preservative and Sealing Compounds,,,325520: Adhesive Manufacturing,,No,Not Required,No Clauses Included,,Invalid code: ,No, ,Invalid code: ,4730: Federal Supply Service,GSMPNESP0038,0,0,2008, ,,,,51229037457f9c80b75640e3210d1347,active,Competed after exclusion of sources,F: Competed under SAT (Simplified Acquisition Threshold), ,1,D,N,No,No,,SP1: Simplified Acquisition,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,,,30,$7000000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-2.9195149,2008,2,11,2008,2,11
338,338,338,,Dept. of Veterans Affairs,3600,"3600: VETERANS AFFAIRS, Department of","VETERANS AFFAIRS, Department of",00534S, ,Dept. of Veterans Affairs,"3600: VETERANS AFFAIRS, Department of", ,,Not Applicable,,,,,,03/28/2007,03/28/2007,03/28/2007,03/28/2007,04/07/2007,04/07/2007,04/07/2007,04/07/2007,Purchase Order (PO),Invalid code: ,Fixed Price,X,No,X,,None,Invalid code: ,Invalid code: ,X,"ALCOHOL,ETHYL,DEHYDRATED,1 PINT,PLASTIC BOTTLE",Yes,1,NONE,,,,,,AAPER ALCOHOL AND CHEMICAL COMPANY,AAPER ALCOHOL AND CHEMICAL COMPANY,,,,Invalid code: ,,,,,,1101 ISAAC SHELBY DR,,,SHELBYVILLE,KY,KY: Kentucky,KY,400659128,UNITED STATES,KY02,KY02,KY02,0981011730000PR,400659128,98101173,98101173,,,11/21/2001,11/21/2001,03/08/2008,03/08/2008,AAPER ALCOHOL AND CHEMICAL CO,AAPER ALCOHOL AND CHEMICAL CO,AAPER ALCOHOL AND CHEMICAL CO,98101173,98101173,098101173,13330,SC,SC: South Carolina,SC: SOUTH CAROLINA,United States,294015703,SC01,SC01,SC01,"65: Medical, dental, and veterinary equipment and supplies",6505: Drugs and Biologicals,,, ,,No,Invalid code: ,Invalid code: ,,Invalid code: ,No, ,Invalid code: ,"3600: VETERANS AFFAIRS, Department of",V5347U0731,0,0,2007, ,,,,d1b15ccd28f6ccfdd2d52f2dd72841d7,active,Not competed,"G: Not Competed, under SAT (Simplified Acquisition Threshold)", ,1,D,N,No,No,,SP1: Simplified Acquisition,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Other Than Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,,,46,$10000000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-1.7660071,2007,3,28,2007,3,28
769.3,769.3,0,,General Services Administration,4730,4730: Federal Supply Service,Federal Supply Service,GV000, ,General Services Administration,4730: Federal Supply Service, ,,Not Applicable,,,,,,01/29/2009,01/29/2009,01/29/2009,01/29/2009,03/13/2009,03/13/2009,,,Blanket Purchase Agreement Call,Invalid code: ,Invalid code: N,X,No,X,,None,Invalid code: ,Invalid code: ,X,DESCR N.A.,No,1,NONE,,,,,,A-MED INTERNATIONAL SUPPLY INC,A-MED INTERNATIONAL SUPPLY INC,A-MED SURGICAL SUPPLIES,A-MED INTERNATIONAL SUPPLY INC,,Invalid code: ,,,,,,95 NEWFIELD AVE STE H,,,EDISON,NJ,NJ: New Jersey,NJ,088373824,UNITED STATES,NJ06,NJ06,NJ06,021526611,088373824,21526611,21526611,,,01/17/2002,01/17/2002,12/25/2012,12/25/2012,A-MED INTERNATIONAL SUPPLY INC,A-MED INTERNATIONAL SUPPLY INC,A-MED INTERNATIONAL SUPPLY INC,21526611,21526611,021526611,,NJ,NJ: New Jersey,NJ: NEW JERSEY,United States,088373824,NJ06,NJ06,NJ06,"80: Brushes, paints, sealers, and adhesives",8040: Adhesives,,,325520: Adhesive Manufacturing,,No,Invalid code: ,Invalid code: ,,Invalid code: ,No,United States,Invalid code: ,4730: Federal Supply Service,GSSWM9A4YG,0,0,2009,4730: Federal Supply Service,GS06F2AMED,0,,f8ce266d7cbd2a30900cd53bae444e09,active,Competed after exclusion of sources,F: Competed under SAT (Simplified Acquisition Threshold), ,0,A,N,No,No,,SP1: Simplified Acquisition,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,,CORPORATE NOT TAX EXEMPT,6,$2012367.00,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,No,No,,,-1.6506207,2009,1,29,2009,1,29
1514.72,1514.72,1514.72,,Dept. of Veterans Affairs,3600,"3600: VETERANS AFFAIRS, Department of","VETERANS AFFAIRS, Department of",00262S, ,Dept. of Veterans Affairs,"3600: VETERANS AFFAIRS, Department of", ,,Not Applicable,,,,,,01/09/2008,01/09/2008,01/09/2008,01/09/2008,01/14/2008,01/14/2008,01/14/2008,01/14/2008,Delivery Order (DO),Invalid code: ,Fixed Price,X,No,X,,None,Invalid code: ,Invalid code: ,X,"BARRIER,SKIN,CAVILON,MOISTURE BARRIER,1 ML,SMALL",Yes,1,NONE,,,,,,3M COMPANY,3M COMPANY,,,,Invalid code: ,,,,,,3M CENTER,,,SAINT PAUL,MN,MN: Minnesota,MN,551441000,UNITED STATES,MN04,MN04,MN04,,,6173082,6173082,,,,,,,3M COMPANY,3M COMPANY,3M COMPANY,6173082,6173082,,,CA,CA: California,CA: CALIFORNIA,United States,923571000,CA41,CA41,CA41,"65: Medical, dental, and veterinary equipment and supplies","6515: Medical and Surgical Instruments, Equipment, and Supplies",,, ,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,"3600: VETERANS AFFAIRS, Department of",V605Q82655,0,0,2008,"3600: VETERANS AFFAIRS, Department of",V797P3142K,0,,fb3c58d72338d81d6ddefb00b7a62a43,active,Unknown,Invalid code: , ,1,D,N,No,No,,SP1: Simplified Acquisition,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Other Than Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,Yes,X,X,No,,,-2.549031,2008,1,9,2008,1,9
1074,0,0,9700,Dept. of Defense,97AK,97AK: Defense Information Systems Agency,Defense Information Systems Agency,ZD11,6900,Dept. of Transportation,6920: Federal Aviation Administration,Federal Aviation Administration,,Not Applicable,,,,,,02/28/2001,02/28/2001,02/28/2001,02/28/2001,01/31/2006,01/31/2006,,,Delivery Order (DO),Invalid code: ,Fixed Price,X,No,No,,None,Invalid code: ,Invalid code: ,X, ,No,1,NONE,,,,,,AT&T CORP,AT&T CORP,,,,Invalid code: ,,,,,,2020 KSTREET NW STE 800 AT,,,WASHINGTON,DC,DC: District of Columbia,DC,20006,UNITED STATES,DC00,DC98,DC00,,,621599893,621599893,,,,,,,AT&T INC.,AT&T INC.,AT&T INC.,108024050,108024050,108024050,,DC,DC: District of Columbia,DC: ,United States,,DC00,DC98,DC00,D: Automatic data processing and telecom. services,D304: ADP Telecommunications and Transmission Services,1000,S1,513340: Satellite Telecommunications,,No,Invalid code: ,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",DCA20001F7091,0,0,2001,4735: Federal Technology Service,GS00T00NSD0012,0,,22eca53d1f40fd7da383172b94ce24f9,active,Full and open competition,A: Full and Open Competition, ,8,D,N,No,No,,Invalid code: ,NONE: No set aside used.,Invalid code: ,Invalid code: ,Invalid code: ,Other Than Small Business,Plan Required - Incentive Not Included,0,Yes: transaction subject to FedBizOpps,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-1.7902151,2001,2,28,2001,2,28
5839,0,0,9700,Dept. of Defense,1700,"1700: NAVY, Department of the","NAVY, Department of the",BW21A,9700,Dept. of Defense,"1700: NAVY, Department of the","NAVY, Department of the",,Not Applicable,,,,,,03/31/2003,03/31/2003,03/31/2003,03/31/2003,03/31/2003,03/31/2003,,,Definitive Contract (DCA),Funding Only Action,Cost Plus Fixed Fee,X,No,No,,None,Yes,Not Applicable,X, ,No,1,NONE,,,,,,"JIL INFORMATION SYSTEMS, INC","JIL INFORMATION SYSTEMS, INC",,,,Invalid code: ,,,,,,1608 SPRING HILL ROAD,,,VIENNA,VA,VA: Virginia,VA,22182,UNITED STATES,VA08,VA08,VA08,,,150770519,150770519,,,,,,,ALLIED TECHNOLOGY GROUP  INC.,ALLIED TECHNOLOGY GROUP  INC.,ALLIED TECHNOLOGY GROUP  INC.,621225598,621225598,621225598,81072,VA,VA: Virginia,VA: ,United States,,VA00,VA90,VA00,"R: Professional, admin, and management support services",R607: Word Processing/Typing Services,2000,S1,"541990: All Other Professional, Scientific, and Technical Services",,No,Not Required,Invalid code: ,U,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",N0016799C0003,P00024,0,2003, ,,0,,2109b81bbb1f97c630ddba6d0b9cf46e,active,"Full and open competition, but only one bid",A: Full and Open Competition, ,1,D,N,No,No,,Invalid code: ,NONE: No set aside used.,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,No,X,No,,,-1.8066282,2003,3,31,2003,3,31
40590,0,0,9700,Dept. of Defense,97AS,97AS: Defense Logistics Agency,Defense Logistics Agency,0900,9700,Dept. of Defense,97AS: Defense Logistics Agency,Defense Logistics Agency,,Not Applicable,,,,,,02/29/2000,02/29/2000,02/29/2000,02/29/2000,08/18/2000,08/18/2000,,,Purchase Order (PO),Invalid code: ,Fixed Price,X,No,X,,None,No,Not Applicable,X, ,No,1,NONE,,,,,,ARGO MARINE & INDUSTRIAL,ARGO MARINE & INDUSTRIAL,,,,Invalid code: ,,,,,,1209 BAKER RD #511,,,VIRGINIA BEACH,VA,VA: Virginia,VA,23455,UNITED STATES,VA02,VA02,VA02,,,119079762,119079762,,,,,,,ARGO TURBOSERVE CORPORATION,ARGO TURBOSERVE CORPORATION,ARGO TURBOSERVE CORPORATION,964888697,964888697,964888697,82000,VA,VA: Virginia,VA: ,United States,,VA00,VA90,VA00,59: Electrical and electronic equipment components,5930: Switches,4000,A7, ,,No,Invalid code: ,Invalid code: ,,Invalid code: ,No, ,Invalid code: ,"9700: DEFENSE, Department of",SP093000M2070,0,0,2000, ,,0,,a444e759013b6ff8df3e1885ea7e71e4,active,Full and open competition,A: Full and Open Competition, ,2,D,N,No,No,,SP1: Simplified Acquisition,NONE: No set aside used.,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$0.00,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,Yes,No,No,No,No,No,,Yes,X,X,No,,,-1.8146185,2000,2,29,2000,2,29
17916,17916,17916,,Dept. of Defense,97AS,97AS: Defense Logistics Agency,Defense Logistics Agency,SPM7L1,9700,Dept. of Defense,97AS: Defense Logistics Agency,Defense Logistics Agency,SPM7L1,Not Applicable,,,,,,02/13/2009,02/13/2009,02/13/2009,02/13/2009,10/11/2009,10/11/2009,10/11/2009,10/11/2009,Purchase Order (PO),Invalid code: ,Fixed Price,X,No,X,,None,Invalid code: ,Not Applicable,X,"4509950413!COUNTER,ROTATING,LI",No,1,NONE,,,,,,ABRAMS INSTRUMENT CORPORATION,ABRAMS INSTRUMENT CORPORATION,,,,Invalid code: ,,,,,,1322 RENSEN ST,,,LANSING,MI,MI: Michigan,MI,489103688,UNITED STATES,MI08,MI08,MI08,055654362,489103688,55654362,55654362,,,05/09/2001,05/09/2001,04/07/2010,04/07/2010,ABRAMS INSTRUMENT CORPORATION,ABRAMS INSTRUMENT CORPORATION,ABRAMS INSTRUMENT CORPORATION,55654362,55654362,055654362,,MI,MI: Michigan,MI: MICHIGAN,United States,489103688,MI08,MI08,MI08,10: Weapons,"1005: Guns, through 30 mm",000,C9E,332994: Small Arms Manufacturing,NOT IT PRODUCTS OR SERVICES,No,Not Required,No Clauses Included,U,Invalid code: ,No,United States,Mfg in U.S.,"9700: DEFENSE, Department of",SPM7L109V4206,0,0,2009, ,,,SPM7L409T0995,270b1c83e976a68ffa3e6fa5ca42a9c0,active,"Full and open competition, but only one bid",A: Full and Open Competition, ,1,D,N,No,No,,NP: Negotiated Proposal / Quote,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,CORPORATE NOT TAX EXEMPT,6,$635000.00,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,No,X,X,No,,,-1.9406414,2009,2,13,2009,2,13
5884,0,0,3600,Dept. of Veterans Affairs,3600,"3600: VETERANS AFFAIRS, Department of","VETERANS AFFAIRS, Department of",00242,3600,Dept. of Veterans Affairs,"3600: VETERANS AFFAIRS, Department of","VETERANS AFFAIRS, Department of",,Not Applicable,,,,,,10/15/2002,10/15/2002,10/15/2002,10/15/2002,12/15/2002,12/15/2002,12/15/2002,12/15/2002,Delivery Order (DO),Invalid code: ,Fixed Price with Economic Price Adjustment,X,No,No,,None,Invalid code: ,Invalid code: ,X,,No,1,NONE,,,,,,AFTERCARE NURSING SERVICES INC,AFTERCARE NURSING SERVICES INC,,,,Invalid code: ,,,,,,1680 WALDEN AVE,,,CHEEKTOWAGA,NY,NY: New York,NY,142254914,UNITED STATES,NY27,NY27,NY27,,,627893167,627893167,,,,,,,AFTERCARE NURSING SERVICES INC,AFTERCARE NURSING SERVICES INC,AFTERCARE NURSING SERVICES INC,627893167,627893167,627893167,15000,NY,NY: New York,NY: ,United States,,NY00,NY90,NY00,Q: Medical services,Q402: Nursing Home Care Contracts,,,621610: Home Health Care Services,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,"3600: VETERANS AFFAIRS, Department of",00242200210C5283C0102V528P3537,0,0,2003,"3600: VETERANS AFFAIRS, Department of",V528P3537,0,,757b52cd92dac6c0d71f556aa3fd80ca,active,Full and open competition,A: Full and Open Competition, ,16,A,N,No,No,,Invalid code: , ,Invalid code: ,Invalid code: ,Invalid code: ,Other Than Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,,250,$4400000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,Yes,X,No,,,-1.8387039,2002,10,15,2002,10,15
